chord_symbol,voice_index,note_name,midi
D#13#11,3,C#4,61
D#13#11,4,F4,65
D#13#11,5,A4,69
D#13#11,6,C4,60
D#13#9,0,D#3,51
D#13#9,1,G3,55
D#13#9,2,A#3,58
D#13#9,3,C#4,61
D#13#9,4,G4,67
D#13#9,5,G#4,68
D#13#9,6,C4,60
D#13b9,0,D#3,51
D#13b9,1,G3,55
D#13b9,2,A#3,58
D#13b9,3,C#4,61
D#13b9,4,E4,64
D#13b9,5,G#4,68
D#13b9,6,C4,60
D#13sus4,0,D#3,51
D#13sus4,1,A3,57
D#13sus4,2,A#3,58
D#13sus4,3,C#4,61
D#13sus4,4,F4,65
D#13sus4,5,A4,69
D#13sus4,6,C4,60
D#6,0,D#3,51
D#6,1,G3,55
D#6,2,A#3,58
D#6,3,C4,60
D#7,0,D#3,51
D#7,1,G3,55
D#7,2,A#3,58
D#7,3,C#4,61
D#7#5#9,0,D#3,51
D#7#5#9,1,G3,55
D#7#5#9,2,B3,59
D#7#5#9,3,C#4,61
D#7#5#9,4,G4,67
D#7alt,0,D#3,51
D#7alt,1,G3,55
D#7alt,2,A3,57
D#7alt,3,C#4,61
D#7alt,4,E4,64
D#7alt,5,F4,65
D#7sus2,0,D#3,51
D#7sus2,1,F4,65
D#7sus2,2,A#3,58
D#7sus2,3,C#4,61
D#7sus4,0,D#3,51
D#7sus4,1,G#3,56
D#7sus4,2,A#3,58
D#7sus4,3,C#4,61
D#9,0,D#3,51
D#9,1,G3,55
D#9,2,A#3,58
D#9,3,C#4,61
D#9,4,F4,65
D#9#5,0,D#3,51
D#9#5,1,G3,55
D#9#5,2,B3,59
D#9#5,3,C#4,61
D#9#5,4,F4,65
D#9b5,0,D#3,51
D#9b5,1,G3,55
D#9b5,2,A3,57
D#9b5,3,C#4,61
D#9b5,4,F4,65
D#Maj7,0,D#3,51
D#Maj7,1,G3,55
D#Maj7,2,A#3,58
D#Maj7,3,D4,62
D#aug,0,D#3,51
D#aug,1,G3,55
D#aug,2,B3,59
D#aug7,0,D#3,51
D#aug7,1,G3,55
D#aug7,2,B3,59
D#aug7,3,C#4,61
D#dim,0,D#3,51
D#dim,1,F#3,54
D#dim,2,A3,57
D#dim7,0,D#3,51
D#dim7,1,F#3,54
D#dim7,2,A3,57
D#dim7,3,C3,48
D#m,0,D#3,51
D#m,1,F#3,54
D#m,2,A#3,58
D#m11,0,D#3,51
D#m11,1,F#3,54
D#m11,2,A#3,58
D#m11,3,C#4,61
D#m11,4,F4,65
D#m11,5,G#4,68
D#m13,0,D#3,51
D#m13,1,F#3,54
D#m13,2,A#3,58
D#m13,3,C#4,61
D#m13,4,F4,65
D#m13,5,G#4,68
D#m13,6,C4,60
D#m6,0,D#3,51
D#m6,1,F#3,54
D#m6,2,A#3,58
D#m6,3,C4,60
D#m7,0,D#3,51
D#m7,1,F#3,54
D#m7,2,A#3,58
D#m7,3,C#4,61
D#m7b5,0,D#3,51
D#m7b5,1,F#3,54
D#m7b5,2,A3,57
D#m7b5,3,C#4,61
D#m9,0,D#3,51
D#m9,1,F#3,54
D#m9,2,A#3,58
D#m9,3,C#4,61
D#m9,4,F4,65
D#mMaj7,0,D#3,51
D#mMaj7,1,F#3,54
D#mMaj7,2,A#3,58
D#mMaj7,3,D4,62
D#maj11,0,D#3,51
D#maj11,1,G3,55
D#maj11,2,A#3,58
D#maj11,3,D4,62
D#maj11,4,F4,65
D#maj11,5,G#4,68
D#maj13,0,D#3,51
D#maj13,1,G3,55
D#maj13,2,A#3,58
D#maj13,3,D4,62
D#maj13,4,F4,65
D#maj13,5,G#4,68
D#maj13,6,C4,60
D#maj13#11,0,D#3,51
D#maj13#11,1,G3,55
D#maj13#11,2,A#3,58
D#maj13#11,3,D4,62
D#maj13#11,4,F4,65
D#maj13#11,5,A4,69
D#maj13#11,6,C4,60
D#maj7#11,0,D#3,51
D#maj7#11,1,G3,55
D#maj7#11,2,A#3,58
D#maj7#11,3,D4,62
D#maj7#11,4,A4,69
D#maj9,0,D#3,51
D#maj9,1,G3,55
D#maj9,2,A#3,58
D#maj9,3,D4,62
D#maj9,4,F4,65
D#maj9#11,0,D#3,51
D#maj9#11,1,G3,55
D#maj9#11,2,A#3,58
D#maj9#11,3,D4,62
D#maj9#11,4,F4,65
D#maj9#11,5,A4,69
D#sus2,0,D#3,51
D#sus2,1,F4,65
D#sus2,2,A#3,58
D#sus4,0,D#3,51
D#sus4,1,G#3,56
D#sus4,2,A#3,58
D/A,0,A2,45
D/A,1,D3,50
D/A,2,F#3,54
D/F#,0,F#3,54
D/F#,1,A3,57
D/F#,2,D4,62
D11,0,D3,50
D11,1,F#3,54
D11,2,A3,57
D11,3,C4,60
D11,4,E4,64
D11,5,G4,67
D13,0,D3,50
D13,1,F#3,54
D13,2,A3,57
D13,3,C4,60
D13,4,E4,64
D13,5,G4,67
D13,6,B4,71
D13#11,0,D3,50
D13#11,1,F#3,54
D13#11,2,A3,57
D13#11,3,C4,60
D13#11,4,E4,64
D13#11,5,G#4,68
D13#11,6,B4,71
D13#9,0,D3,50
D13#9,1,F#3,54
D13#9,2,A3,57
D13#9,3,C4,60
D13#9,4,F4,65
D13#9,5,G4,67
D13#9,6,B4,71
D13b9,0,D3,50
D13b9,1,F#3,54
D13b9,2,A3,57
D13b9,3,C4,60
D13b9,4,Db4,61
D13b9,5,G4,67
D13b9,6,B4,71
D13sus4,0,D3,50
D13sus4,1,G3,55
D13sus4,2,A3,57
D13sus4,3,C4,60
D13sus4,4,E4,64
D13sus4,5,G4,67
D13sus4,6,B4,71
D6,0,D3,50
D6,1,F#3,54
D6,2,A3,57
D6,3,B3,59
D7,0,D3,50
D7,1,F#3,54
D7,2,A3,57
D7,3,C4,60
D7#5#9,0,D3,50
D7#5#9,1,F#3,54
D7#5#9,2,A#3,58
D7#5#9,3,C4,60
D7#5#9,4,F4,65
D7alt,0,D3,50
D7alt,1,F#3,54
D7alt,2,G#3,56
D7alt,3,C4,60
D7alt,4,Db4,61
D7alt,5,Eb4,63
D7sus2,0,D3,50
D7sus2,1,E3,52
D7sus2,2,A3,57
D7sus2,3,C4,60
D7sus4,0,D3,50
D7sus4,1,G3,55
D7sus4,2,A3,57
D7sus4,3,C4,60
D9,0,D3,50
D9,1,F#3,54
D9,2,A3,57
D9,3,C4,60
D9,4,E4,64
D9#5,0,D3,50
D9#5,1,F#3,54
D9#5,2,A#3,58
D9#5,3,C4,60
D9#5,4,E4,64
D9b5,0,D3,50
D9b5,1,F#3,54
D9b5,2,G#3,56
D9b5,3,C4,60
D9b5,4,E4,64
Daug,0,D3,50
Daug,1,F#3,54
Daug,2,A#3,58
Daug7,0,D3,50
Daug7,1,F#3,54
Daug7,2,A#3,58
Daug7,3,C4,60
Db,0,Db3,49
Db,1,F3,53
Db,2,Ab3,56
Db/Ab,0,Ab2,44
Db/Ab,1,Db3,49
Db/Ab,2,F3,53
Db/F,0,F3,53
Db/F,1,Ab3,56
Db/F,2,Db4,61
Db11,0,Db3,49
Db11,1,F3,53
Db11,2,Ab3,56
Db11,3,B3,59
Db11,4,Eb4,63
Db11,5,Gb4,66
Db13,0,Db3,49
Db13,1,F3,53
Db13,2,Ab3,56
Db13,3,B3,59
Db13,4,Eb4,63
Db13,5,Gb4,66
Db13,6,Bb4,70
Db13#11,0,Db3,49
Db13#11,1,F3,53
Db13#11,2,Ab3,56
Db13#11,3,B3,59
Db13#11,4,Eb4,63
Db13#11,5,G4,67
Db13#11,6,Bb4,70
Db13#9,0,Db3,49
Db13#9,1,F3,53
Db13#9,2,Ab3,56
Db13#9,3,B3,59
Db13#9,4,F4,65
Db13#9,5,Gb4,66
Db13#9,6,Bb4,70
Db13b9,0,Db3,49
Db13b9,1,F3,53
Db13b9,2,Ab3,56
Db13b9,3,B3,59
Db13b9,4,Db4,61
Db13b9,5,Gb4,66
Db13b9,6,Bb4,70
Db13sus4,0,Db3,49
Db13sus4,1,Gb3,54
Db13sus4,2,Ab3,56
Db13sus4,3,B3,59
Db13sus4,4,Eb4,63
Db13sus4,5,Gb4,66
Db13sus4,6,Bb4,70
Db6,0,Db3,49
Db6,1,F3,53
Db6,2,Ab3,56
Db6,3,Bb3,58
Db7,0,Db3,49
Db7,1,F3,53
Db7,2,Ab3,56
Db7,3,B3,59
Db7#5#9,0,Db3,49
Db7#5#9,1,F3,53
Db7#5#9,2,A3,57
Db7#5#9,3,B3,59
Db7#5#9,4,F4,65
Db7alt,0,Db3,49
Db7alt,1,F3,53
Db7alt,2,Gb3,54
Db7alt,3,B3,59
Db7alt,4,Db4,61
Db7alt,5,E4,64
Db7sus2,0,Db3,49
Db7sus2,1,Eb3,51
Db7sus2,2,Ab3,56
Db7sus2,3,B3,59
Db7sus4,0,Db3,49
Db7sus4,1,Gb3,54
Db7sus4,2,Ab3,56
Db7sus4,3,B3,59
Db9,0,Db3,49
Db9,1,F3,53
Db9,2,Ab3,56
Db9,3,B3,59
Db9,4,Eb4,63
Db9#5,0,Db3,49
Db9#5,1,F3,53
Db9#5,2,A3,57
Db9#5,3,B3,59
Db9#5,4,Eb4,63
Db9b5,0,Db3,49
Db9b5,1,F3,53
Db9b5,2,Gb3,54
Db9b5,3,B3,59
Db9b5,4,Eb4,63
DbMaj7,0,Db3,49
DbMaj7,1,F3,53
DbMaj7,2,Ab3,56
DbMaj7,3,C4,60
Dbaug,0,Db3,49
Dbaug,1,F3,53
Dbaug,2,A3,57
Dbaug7,0,Db3,49
Dbaug7,1,F3,53
Dbaug7,2,A3,57
Dbaug7,3,B3,59
Dbdim,0,Db3,49
Dbdim,1,E3,52
Dbdim,2,Gb3,54
Dbdim7,0,Db3,49
Dbdim7,1,E3,52
Dbdim7,2,Gb3,54
Dbdim7,3,A3,57
Dbm,0,Db3,49
Dbm,1,E3,52
Dbm,2,Ab3,56
Dbm11,0,Db3,49
Dbm11,1,E3,52
Dbm11,2,Ab3,56
Dbm11,3,B3,59
Dbm11,4,Eb4,63
Dbm11,5,Gb4,66
Dbm13,0,Db3,49
Dbm13,1,E3,52
Dbm13,2,Ab3,56
Dbm13,3,B3,59
Dbm13,4,Eb4,63
Dbm13,5,Gb4,66
Dbm13,6,Bb4,70
Dbm6,0,Db3,49
Dbm6,1,E3,52
Dbm6,2,Ab3,56
Dbm6,3,Bb3,58
Dbm7,0,Db3,49
Dbm7,1,E3,52
Dbm7,2,Ab3,56
Dbm7,3,B3,59
Dbm7b5,0,Db3,49
Dbm7b5,1,E3,52
Dbm7b5,2,Gb3,54
Dbm7b5,3,B3,59
Dbm9,0,Db3,49
Dbm9,1,E3,52
Dbm9,2,Ab3,56
Dbm9,3,B3,59
Dbm9,4,Eb4,63
DbmMaj7,0,Db3,49
DbmMaj7,1,E3,52
DbmMaj7,2,Ab3,56
DbmMaj7,3,C4,60
Dbmaj11,0,Db3,49
Dbmaj11,1,F3,53
Dbmaj11,2,Ab3,56
Dbmaj11,3,C4,60
Dbmaj11,4,Eb4,63
Dbmaj11,5,Gb4,66
Dbmaj13,0,Db3,49
Dbmaj13,1,F3,53
Dbmaj13,2,Ab3,56
Dbmaj13,3,C4,60
Dbmaj13,4,Eb4,63
Dbmaj13,5,Gb4,66
Dbmaj13,6,Bb4,70
Dbmaj13#11,0,Db3,49
Dbmaj13#11,1,F3,53
Dbmaj13#11,2,Ab3,56
Dbmaj13#11,3,C4,60
Dbmaj13#11,4,Eb4,63
Dbmaj13#11,5,G4,67
Dbmaj13#11,6,Bb4,70
Dbmaj7#11,0,Db3,49
Dbmaj7#11,1,F3,53
Dbmaj7#11,2,Ab3,56
Dbmaj7#11,3,C4,60
Dbmaj7#11,4,G4,67
Dbmaj9,0,Db3,49
Dbmaj9,1,F3,53
Dbmaj9,2,Ab3,56
Dbmaj9,3,C4,60
Dbmaj9,4,Eb4,63
Dbmaj9#11,0,Db3,49
Dbmaj9#11,1,F3,53
Dbmaj9#11,2,Ab3,56
Dbmaj9#11,3,C4,60
Dbmaj9#11,4,Eb4,63
Dbmaj9#11,5,G4,67
Dbsus2,0,Db3,49
Dbsus2,1,Eb3,51
Dbsus2,2,Ab3,56
Dbsus4,0,Db3,49
Dbsus4,1,Gb3,54
Dbsus4,2,Ab3,56
Ddim,0,D3,50
Ddim,1,F3,53
Ddim,2,G#3,56
Ddim7,0,D3,50
Ddim7,1,F3,53
Ddim7,2,G#3,56
Ddim7,3,B3,59
Dm,0,D3,50
Dm,1,F3,53
Dm,2,A3,57
Dm11,0,D3,50
Dm11,1,F3,53
Dm11,2,A3,57
Dm11,3,C4,60
Dm11,4,E4,64
Dm11,5,G4,67
Dm13,0,D3,50
Dm13,1,F3,53
Dm13,2,A3,57
Dm13,3,C4,60
Dm13,4,E4,64
Dm13,5,G4,67
Dm13,6,B4,71
Dm6,0,D3,50
Dm6,1,F3,53
Dm6,2,A3,57
Dm6,3,B3,59
Dm7,0,D3,50
Dm7,1,F3,53
Dm7,2,A3,57
Dm7,3,C4,60
Dm7b5,0,D3,50
Dm7b5,1,F3,53
Dm7b5,2,G#3,56
Dm7b5,3,C4,60
Dm9,0,D3,50
Dm9,1,F3,53
Dm9,2,A3,57
Dm9,3,C4,60
Dm9,4,E4,64
DmMaj7,0,D3,50
DmMaj7,1,F3,53
DmMaj7,2,A3,57
DmMaj7,3,C#4,61
Dmaj11,0,D3,50
Dmaj11,1,F#3,54
Dmaj11,2,A3,57
Dmaj11,3,C#4,61
Dmaj11,4,E4,64
Dmaj11,5,G4,67
Dmaj13,0,D3,50
Dmaj13,1,F#3,54
